tag_name,name
Action,DeathSpank: Thongs of Virtue
RPG,DeathSpank: Thongs of Virtue
Indie,DeathSpank: Thongs of Virtue
RPG,The Baconing
Action,The Baconing
Adventure,The Baconing
Tower Defense,Unstoppable Gorg
Strategy,Unstoppable Gorg
Indie,Unstoppable Gorg
Casual,Spectraball
Indie,Spectraball
Puzzle,Spectraball
Casual,Crazy Machines 2
Strategy,Crazy Machines 2
Puzzle,Crazy Machines 2
Casual,Crazy Machines
Strategy,Crazy Machines
Puzzle,Crazy Machines
Strategy,Helldorado
Western,Helldorado
Adventure,Mata Hari
Point & Click,Mata Hari
Female Protagonist,Mata Hari
Tower Defense,Defense Grid: The Awakening
Strategy,Defense Grid: The Awakening
Sci-fi,Defense Grid: The Awakening
Indie,Mayhem Intergalactic
Strategy,Mayhem Intergalactic
Platformer,And Yet It Moves
Indie,And Yet It Moves
Puzzle,And Yet It Moves
Racing,Zero Gear
Indie,Zero Gear
Action,Zero Gear
Horror,Silent Hill Homecoming
Adventure,Silent Hill Homecoming
Survival Horror,Silent Hill Homecoming
RPG,Puzzle Chronicles
Casual,Puzzle Chronicles
Puzzle,Puzzle Chronicles
Action,Rocket Knight
Adventure,Rocket Knight
Platformer,Rocket Knight
Action,Biozone
Adventure,Biozone
Casual,Biozone
Action,Tank Universal
Indie,Tank Universal
Tanks,Tank Universal
Indie,Eternity's Child
Adventure,Eternity's Child
Platformer,Eternity's Child
Indie,Galactic Bowling
Casual,Galactic Bowling
Sports,Galactic Bowling
Action,Red Faction
FPS,Red Faction
Sci-fi,Red Faction
Action,Red Faction II
FPS,Red Faction II
Strategy,Red Faction II
Action,Starscape
Indie,Starscape
Strategy,Starscape
Indie,Mr. Robot
Strategy,Mr. Robot
Action,Mr. Robot
Great Soundtrack,Shatter
Indie,Shatter
Arcade,Shatter
RPG,The Witcher: Enhanced Edition Director's Cut
Fantasy,The Witcher: Enhanced Edition Director's Cut
Story Rich,The Witcher: Enhanced Edition Director's Cut
RPG,The Witcher 2: Assassins of Kings Enhanced Edition
Fantasy,The Witcher 2: Assassins of Kings Enhanced Edition
Mature,The Witcher 2: Assassins of Kings Enhanced Edition
Action,Watchmen: The End is Nigh
Superhero,Watchmen: The End is Nigh
Beat 'em up,Watchmen: The End is Nigh
Horror,F.E.A.R.
FPS,F.E.A.R.
Action,F.E.A.R.
FPS,F.E.A.R. 3
Horror,F.E.A.R. 3
Co-op,F.E.A.R. 3
Arcade,Gravitron 2
Strategy,Project Aftermath
Indie,Project Aftermath
Action,Project Aftermath
Strategy,Flock!
Casual,Flock!
Puzzle,Flock!
Action,Bionic Commando
Adventure,Bionic Commando
Third Person,Bionic Commando
Action,Bionic Commando: Rearmed
Platformer,Bionic Commando: Rearmed
Remake,Bionic Commando: Rearmed
Puzzle,World of Goo
Indie,World of Goo
Physics,World of Goo
RPG,Mount & Blade
Medieval,Mount & Blade
Open World,Mount & Blade
Horror,Penumbra: Black Plague Gold Edition
Adventure,Penumbra: Black Plague Gold Edition
First-Person,Penumbra: Black Plague Gold Edition
Strategy,Hearts of Iron 2 Complete
Grand Strategy,Hearts of Iron 2 Complete
World War II,Hearts of Iron 2 Complete
Horror,Penumbra Overture
Adventure,Penumbra Overture
First-Person,Penumbra Overture
Action,Zeno Clash
Indie,Zeno Clash
Surreal,Zeno Clash
Comedy,Rock of Ages
Indie,Rock of Ages
Strategy,Rock of Ages
Open World,Fallout 3
Post-apocalyptic,Fallout 3
RPG,Fallout 3
Action,Rogue Warrior
FPS,Rogue Warrior
Comedy,Rogue Warrior
Open World,Fallout: New Vegas
RPG,Fallout: New Vegas
Post-apocalyptic,Fallout: New Vegas
Strategy,Spectromancer
Card Game,Spectromancer
Action,Alien Breed: Impact
Shooter,Alien Breed: Impact
Sci-fi,Alien Breed: Impact
Action,Alien Breed 2: Assault
Shooter,Alien Breed 2: Assault
Isometric,Alien Breed 2: Assault
Action,Alien Breed 3: Descent
Shooter,Alien Breed 3: Descent
Third Person,Alien Breed 3: Descent
Indie,Fluttabyes
Casual,Fluttabyes
RPG,Gyromancer
Puzzle,Gyromancer
Match 3,Gyromancer
Strategy,Imperium Romanum Gold Edition
Simulation,Imperium Romanum Gold Edition
City Builder,Imperium Romanum Gold Edition
Strategy,Europa Universalis: Rome - Gold Edition 
Grand Strategy,Europa Universalis: Rome - Gold Edition 
Historical,Europa Universalis: Rome - Gold Edition 
Strategy,Grand Ages: Rome
City Builder,Grand Ages: Rome
Simulation,Grand Ages: Rome
Adventure,Ceville
Point & Click,Ceville
Strategy,Ceville
Simulation,Tropico 3
Strategy,Tropico 3
City Builder,Tropico 3
RPG,Puzzle Quest: Galactrix
Casual,Puzzle Quest: Galactrix
Match 3,Puzzle Quest: Galactrix
Action,Earth Defense Force: Insect Armageddon
Third-Person Shooter,Earth Defense Force: Insect Armageddon
Co-op,Earth Defense Force: Insect Armageddon
Strategy,Depths of Peril
RPG,Depths of Peril
Indie,Depths of Peril
Casual,Puzzle Kingdoms
Puzzle,Puzzle Kingdoms
Match 3,Puzzle Kingdoms
Simulation,Train Simulator 2019
Trains,Train Simulator 2019
Singleplayer,Train Simulator 2019
Strategy,King Arthur - The Role-playing Wargame
RPG,King Arthur - The Role-playing Wargame
Fantasy,King Arthur - The Role-playing Wargame
Strategy,Crusaders: Thy Kingdom Come
Medieval,Crusaders: Thy Kingdom Come
Historical,Crusaders: Thy Kingdom Come
Metroidvania,Aquaria
Indie,Aquaria
Female Protagonist,Aquaria
Strategy,King Arthur: Fallen Champions
RPG,King Arthur: Fallen Champions
Fantasy,King Arthur: Fallen Champions
Strategy,King Arthur II: The Role-Playing Wargame
RPG,King Arthur II: The Role-Playing Wargame
RTS,King Arthur II: The Role-Playing Wargame
Simulation,Trainz: Classic Cabon City
Trains,Trainz: Classic Cabon City
Simulation,Trainz Settle and Carlisle
Trains,Trainz Settle and Carlisle
Strategy,Command & Conquer 3: Tiberium Wars
RTS,Command & Conquer 3: Tiberium Wars
Base-Building,Command & Conquer 3: Tiberium Wars
RPG,Mass Effect 2
Sci-fi,Mass Effect 2
Story Rich,Mass Effect 2
Parkour,Overgrowth
Action,Overgrowth
Indie,Overgrowth
Action,Lugaru HD
Indie,Lugaru HD
Martial Arts,Lugaru HD
Sports,Cricket Revolution
Simulation,Cricket Revolution
Indie,Cricket Revolution
RPG,Eschalon: Book I
Indie,Eschalon: Book I
Isometric,Eschalon: Book I
RPG,Eschalon: Book II
Indie,Eschalon: Book II
Isometric,Eschalon: Book II
Indie,Madballs in Babo:Invasion 
Action,Madballs in Babo:Invasion 
Shooter,Madballs in Babo:Invasion 
Strategy,Europa Universalis III Complete
Grand Strategy,Europa Universalis III Complete
Historical,Europa Universalis III Complete
Strategy,Knights of Honor
Medieval,Knights of Honor
Grand Strategy,Knights of Honor
Strategy,Elven Legacy
RPG,Elven Legacy
Turn-Based Strategy,Elven Legacy
Grand Strategy,Hearts of Iron III
World War II,Hearts of Iron III
Strategy,Hearts of Iron III
RPG,King's Bounty: The Legend
Strategy,King's Bounty: The Legend
Turn-Based Strategy,King's Bounty: The Legend
Strategy,Supreme Ruler 2020 Gold
Simulation,Supreme Ruler 2020 Gold
Grand Strategy,Supreme Ruler 2020 Gold
Strategy,East India Company
Economy,East India Company
Historical,East India Company
Strategy,Majesty 2
Simulation,Majesty 2
Fantasy,Majesty 2
Indie,The Maw
Platformer,The Maw
Cute,The Maw
Action,Drug Wars
Indie,Drug Wars
Puzzle,Braid
Platformer,Braid
Indie,Braid
Indie,Crayon Physics Deluxe
Casual,Crayon Physics Deluxe
Puzzle,Crayon Physics Deluxe
Walking Simulator,The Path
Indie,The Path
Horror,The Path
Walking Simulator,The Graveyard
Indie,The Graveyard
Short,The Graveyard
Sports,Summer Athletics
Indie,Mevo and The Grooveriders
Casual,Mevo and The Grooveriders
Music,Mevo and The Grooveriders
Indie,Space Giraffe
Psychedelic,Space Giraffe
Arcade,Space Giraffe
Arcade,Gridrunner Revolution
Indie,Gridrunner Revolution
Psychedelic,Gridrunner Revolution
Action,Booster Trooper
Indie,Booster Trooper
Platformer,Booster Trooper
Action,Dead Horde
Zombies,Dead Horde
Indie,Dead Horde
Action,Kane & Lynch 2: Dog Days
Co-op,Kane & Lynch 2: Dog Days
Third-Person Shooter,Kane & Lynch 2: Dog Days
Casual,Yumsters 2: Around the World
Indie,Yumsters 2: Around the World
Indie,Musaic Box
Casual,Musaic Box
Puzzle,Musaic Box
Adventure,Blueberry Garden
Indie,Blueberry Garden
Short,Blueberry Garden
Indie,Osmos
Casual,Osmos
Puzzle,Osmos
Action,Caster
Indie,Caster
Adventure,Caster
Action,Dark Sector
Third-Person Shooter,Dark Sector
Singleplayer,Dark Sector
Action,Tunnel Rats
FPS,Tunnel Rats
Indie,Raycatcher
Casual,Raycatcher
Casual,LUXOR: Mah Jong
Puzzle,LUXOR: Mah Jong
Singleplayer,LUXOR: Mah Jong
Action,Metal Drift
Indie,Metal Drift
Racing,Metal Drift
Action,Delta Force Xtreme 2
FPS,Delta Force Xtreme 2
Action,Delta Force: Black Hawk Down
FPS,Delta Force: Black Hawk Down
Military,Delta Force: Black Hawk Down
Simulation,Armored Fist 3
Tanks,Armored Fist 3
Simulation,F-16 Multirole Fighter
Flight,F-16 Multirole Fighter
Simulation,F-22 Lightning 3
Flight,F-22 Lightning 3
Simulation,MiG-29 Fulcrum
Flight,MiG-29 Fulcrum
Action,Comanche 4
Simulation,Comanche 4
Flight,Comanche 4
Action,Joint Operations: Combined Arms Gold
Multiplayer,Joint Operations: Combined Arms Gold
FPS,Joint Operations: Combined Arms Gold
Simulation,Restaurant Empire II
Management,Restaurant Empire II
Casual,Restaurant Empire II
Action,Alien Shooter
Shooter,Alien Shooter
Indie,Alien Shooter
Action,Alien Shooter: Revisited
RPG,Alien Shooter: Revisited
Indie,Alien Shooter: Revisited
Action,Alien Shooter 2: Reloaded
Indie,Alien Shooter 2: Reloaded
RPG,Alien Shooter 2: Reloaded
Action,Zombie Shooter
Zombies,Zombie Shooter
RPG,Zombie Shooter
Action,Zombie Shooter 2
Zombies,Zombie Shooter 2
RPG,Zombie Shooter 2
Action,Assassin's Creed 2 Deluxe Edition
Open World,Assassin's Creed 2 Deluxe Edition
Adventure,Assassin's Creed 2 Deluxe Edition
God Game,From Dust
Simulation,From Dust
Adventure,From Dust
Simulation,Tropico Reloaded
City Builder,Tropico Reloaded
Strategy,Tropico Reloaded
Strategy,Patrician III
Simulation,Patrician III
Trading,Patrician III
Racing,Crash Time 3
Action,Crash Time 3
Open World,Crash Time 3
Casual,Puzzler World
Puzzle,Puzzler World
Singleplayer,Puzzler World
Strategy,Disciples III - Renaissance Steam Special Edition
RPG,Disciples III - Renaissance Steam Special Edition
Turn-Based,Disciples III - Renaissance Steam Special Edition
Platformer,eversion
Indie,eversion
Horror,eversion
RPG,Drakensang: The River of Time
Fantasy,Drakensang: The River of Time
Singleplayer,Drakensang: The River of Time
Casual,Elizabeth Find M.D. - Diagnosis Mystery - Season 2
Hidden Object,Elizabeth Find M.D. - Diagnosis Mystery - Season 2
Simulation,Arma 2
Military,Arma 2
Action,Arma 2
Simulation,Arma 2: Operation Arrowhead
Action,Arma 2: Operation Arrowhead
Military,Arma 2: Operation Arrowhead
Casual,Fish Fillets 2
Indie,Fish Fillets 2
Puzzle,Fish Fillets 2
Action,Pound of Ground
Zombies,Pound of Ground
Third-Person Shooter,Pound of Ground
Adventure,Alternativa
Point & Click,Alternativa
Sci-fi,Alternativa
Racing,Sonic & SEGA All-Stars Racing
Local Multiplayer,Sonic & SEGA All-Stars Racing
Arcade,Sonic & SEGA All-Stars Racing
Stealth,Death to Spies: Moment of Truth
Action,Death to Spies: Moment of Truth
Third Person,Death to Spies: Moment of Truth
Strategy,Light of Altair
Indie,Light of Altair
Simulation,Light of Altair
Strategy,Massive Assault
Turn-Based,Massive Assault
Turn-Based Strategy,Massive Assault
Strategy,Massive Assault: Phantom Renaissance
Turn-Based,Massive Assault: Phantom Renaissance
Adventure,Chronicles of Mystery: The Scorpio Ritual
Point & Click,Chronicles of Mystery: The Scorpio Ritual
Female Protagonist,Chronicles of Mystery: The Scorpio Ritual
Action,Project Freedom
Simulation,Project Freedom
Space,Project Freedom
Action,Sniper: Ghost Warrior
Sniper,Sniper: Ghost Warrior
FPS,Sniper: Ghost Warrior
Sniper,Sniper: Ghost Warrior 2
Action,Sniper: Ghost Warrior 2
FPS,Sniper: Ghost Warrior 2
Cult Classic,Bad Rats: the Rats' Revenge
Physics,Bad Rats: the Rats' Revenge
Indie,Bad Rats: the Rats' Revenge
Action,Razor2: Hidden Skies
Indie,Razor2: Hidden Skies
Casual,Razor2: Hidden Skies
Casual,Flora's Fruit Farm
Agriculture,Flora's Fruit Farm
Action,Lara Croft and the Guardian of Light
Adventure,Lara Croft and the Guardian of Light
Co-op,Lara Croft and the Guardian of Light
Strategy,Warfare
RTS,Warfare
Military,Warfare
Racing,Clutch
Action,Clutch
Zombies,Clutch
Realistic,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
World War II,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
FPS,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
Puzzle,The Ball
Action,The Ball
Indie,The Ball
Strategy,Dwarfs!?
Casual,Dwarfs!?
Indie,Dwarfs!?
Adventure,Big Brain Wolf
Casual,Big Brain Wolf
Strategy,Big Brain Wolf
Platformer,Trine Enchanted Edition
Fantasy,Trine Enchanted Edition
Puzzle,Trine Enchanted Edition
Platformer,Trine 2: Complete Story
Adventure,Trine 2: Complete Story
Puzzle,Trine 2: Complete Story
Casual,BRAINPIPE: A Plunge to Unhumanity
Indie,BRAINPIPE: A Plunge to Unhumanity
Psychedelic,BRAINPIPE: A Plunge to Unhumanity
Action,Foreign Legion: Buckets of Blood
Indie,Foreign Legion: Buckets of Blood
Third Person,Foreign Legion: Buckets of Blood
Casual,Tradewinds Caravans + Odyssey Pack
Casual,Monster Mash
Tower Defense,Monster Mash
Adventure,Iron Roses
Casual,Iron Roses
Simulation,Angle of Attack
Action,Angle of Attack
Action,All Aspect Warfare
Simulation,All Aspect Warfare
Surreal,The Void
Nudity,The Void
Adventure,The Void
Action,Ninja Blade
Hack and Slash,Ninja Blade
Ninja,Ninja Blade
Strategy,UFO: Extraterrestrials Gold
Turn-Based,UFO: Extraterrestrials Gold
Tactical,UFO: Extraterrestrials Gold
RPG,Aztaka
Action,Aztaka
Indie,Aztaka
Point & Click,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack"
Adventure,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack"
Indie,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack"
Casual,Windosill
Point & Click,Windosill
Indie,Windosill
Action,Darkest of Days
FPS,Darkest of Days
Time Travel,Darkest of Days
Indie,Quantz
Casual,Quantz
Puzzle,Quantz
Casual,Jewel Quest Pack
Puzzle,Jewel Quest Pack
Match 3,Jewel Quest Pack
Casual,Mahjong Quest Collection
Puzzle,Mahjong Quest Collection
Casual,Coconut Queen
Simulation,Coconut Queen
Simulation,Build-A-Lot
Building,Build-A-Lot
Simulation,Build-A-Lot 3: Passport to Europe
Building,Build-A-Lot 3: Passport to Europe
Simulation,Build-A-Lot 4: Power Source
Casual,Farm Frenzy
Agriculture,Farm Frenzy
Casual,Farm Frenzy 2
Agriculture,Farm Frenzy 2
Time Management,Farm Frenzy 2
Casual,Farm Frenzy: Pizza Party
Agriculture,Farm Frenzy: Pizza Party
Casual,Farm Frenzy 3
Puzzle,Farm Frenzy 3
Agriculture,Farm Frenzy 3
Casual,Farm Frenzy 3: American Pie
Agriculture,Farm Frenzy 3: American Pie
Casual,Cradle of Rome
Match 3,Cradle of Rome
Casual,Cradle of Persia
Match 3,Cradle of Persia
Casual,Romance of Rome
Hidden Object,Romance of Rome
Casual,Roogoo
Puzzle,Roogoo
Masterpiece,Roogoo
Simulation,Hotel Giant 2
Management,Hotel Giant 2
Action,MDK
Classic,MDK
Third-Person Shooter,MDK
Action,MDK 2
Classic,MDK 2
Third Person,MDK 2
Card Game,Faerie Solitaire
Casual,Faerie Solitaire
Indie,Faerie Solitaire
Puzzle,Toki Tori
Indie,Toki Tori
Casual,Toki Tori
Puzzle,RUSH
Indie,RUSH
Casual,RUSH
Puzzle,EDGE
Indie,EDGE
Action,EDGE
Space,Moonbase Alpha
Simulation,Moonbase Alpha
Free to Play,Moonbase Alpha
Casual,SEASON OF MYSTERY: The Cherry Blossom Murders
Hidden Object,SEASON OF MYSTERY: The Cherry Blossom Murders
Adventure,SEASON OF MYSTERY: The Cherry Blossom Murders
Free to Play,RIFT
MMORPG,RIFT
Massively Multiplayer,RIFT
JRPG,FINAL FANTASY VII
RPG,FINAL FANTASY VII
Classic,FINAL FANTASY VII
JRPG,FINAL FANTASY VIII
RPG,FINAL FANTASY VIII
Classic,FINAL FANTASY VIII
MMORPG,FINAL FANTASY XIV Online
Massively Multiplayer,FINAL FANTASY XIV Online
RPG,FINAL FANTASY XIV Online
RPG,Gothic II: Gold Edition
Classic,Gothic II: Gold Edition
Open World,Gothic II: Gold Edition
RPG,SpellForce - Platinum Edition
Strategy,SpellForce - Platinum Edition
Action,SpellForce - Platinum Edition
Action,Painkiller: Resurrection
FPS,Painkiller: Resurrection
Action,AquaNox
Underwater,AquaNox
Sci-fi,AquaNox
Simulation,The Guild II
Strategy,The Guild II
Medieval,The Guild II
Simulation,The Guild II - Pirates of the European Seas
Strategy,The Guild II - Pirates of the European Seas
Medieval,The Guild II - Pirates of the European Seas
Action,Chaser
FPS,Chaser
Sci-fi,Chaser
RPG,ArcaniA
Open World,ArcaniA
Singleplayer,ArcaniA
Zombies,Nation Red
Action,Nation Red
Indie,Nation Red
Strategy,Supreme Commander 2
RTS,Supreme Commander 2
Sci-fi,Supreme Commander 2
RPG,Risen
Open World,Risen
Gothic,Risen
Adventure,Secret Files: Tunguska
Point & Click,Secret Files: Tunguska
Female Protagonist,Secret Files: Tunguska
Adventure,Secret Files 2: Puritas Cordis
Point & Click,Secret Files 2: Puritas Cordis
Female Protagonist,Secret Files 2: Puritas Cordis
Adventure,Lost Horizon
Point & Click,Lost Horizon
Racing,nail'd
Offroad,nail'd
Action,nail'd
RPG,Risen 2: Dark Waters
Pirates,Risen 2: Dark Waters
Open World,Risen 2: Dark Waters
Strategy,AI War: Fleet Command
RTS,AI War: Fleet Command
Space,AI War: Fleet Command
Casual,Tidalis
Indie,Tidalis
Puzzle,Tidalis
Strategy,Sacraboar
Action,Sacraboar
Indie,Sacraboar
Point & Click,Machinarium
Adventure,Machinarium
Puzzle,Machinarium
Adventure,Samorost 2
Point & Click,Samorost 2
Indie,Samorost 2
Indie,The Misadventures of P.B. Winterbottom
Puzzle,The Misadventures of P.B. Winterbottom
Platformer,The Misadventures of P.B. Winterbottom
Strategy,Stronghold HD
Medieval,Stronghold HD
Base-Building,Stronghold HD
Strategy,Stronghold Crusader HD
Medieval,Stronghold Crusader HD
RTS,Stronghold Crusader HD
FPS,Serious Sam HD: The First Encounter
Action,Serious Sam HD: The First Encounter
Co-op,Serious Sam HD: The First Encounter
FPS,Serious Sam 3: BFE
Action,Serious Sam 3: BFE
Co-op,Serious Sam 3: BFE
Action,Hammerfight
Indie,Hammerfight
Physics,Hammerfight
Free to Play,Altitude
Action,Altitude
Indie,Altitude
RPG,Torchlight
Action RPG,Torchlight
Hack and Slash,Torchlight
Adventure,Earthworm Jim 3D
Action,Earthworm Jim 3D
Platformer,Earthworm Jim 3D
Action,Tommy Tronic
Adventure,Tommy Tronic
Indie,Tommy Tronic
Indie,Death and the Fly
Open World,S.T.A.L.K.E.R.: Call of Pripyat
Atmospheric,S.T.A.L.K.E.R.: Call of Pripyat
Post-apocalyptic,S.T.A.L.K.E.R.: Call of Pripyat
Adventure,Cargo! The Quest for Gravity
Action,Cargo! The Quest for Gravity
Physics,Cargo! The Quest for Gravity
Strategy,Gratuitous Space Battles
Simulation,Gratuitous Space Battles
Indie,Gratuitous Space Battles
Indie,Trino
Casual,Trino
Western,Lead and Gold: Gangs of the Wild West
Action,Lead and Gold: Gangs of the Wild West
Multiplayer,Lead and Gold: Gangs of the Wild West
Adventure,Hamilton's Great Adventure
Indie,Hamilton's Great Adventure
Casual,Hamilton's Great Adventure
RPG,Krater
Indie,Krater
Adventure,Krater
Action,DogFighter
Indie,DogFighter
Arcade,DogFighter
Strategy,Arsenal of Democracy: A Hearts of Iron Game
Grand Strategy,Arsenal of Democracy: A Hearts of Iron Game
World War II,Arsenal of Democracy: A Hearts of Iron Game
Strategy,Sword of the Stars: Complete Collection
4X,Sword of the Stars: Complete Collection
Space,Sword of the Stars: Complete Collection
Comedy,Magicka
Action,Magicka
Co-op,Magicka
Strategy,The Kings' Crusade
Medieval,The Kings' Crusade
Strategy,Elven Legacy: Magic
Strategy,Elven Legacy: Siege
Strategy,Elven Legacy: Ranger
Grand Strategy,Victoria II
Strategy,Victoria II
Historical,Victoria II
Strategy,Victoria I Complete
Grand Strategy,Victoria I Complete
Real-Time with Pause,Victoria I Complete
Strategy,Sword of the Stars II: Enhanced Edition
4X,Sword of the Stars II: Enhanced Edition
